,score,read,pending,following,favorite,have,abandoned,Magia,Mecha,Demonios,Género Bender,Realidad Virtual,Drama,Niños,Guerra,Harem,Vampiros,Horror,Acción,Realidad,Traps,Militar,Crimen,Recuentos de la vida,Apocalíptico,Psicológico,Misterio,Musica,Extranjero,Samurái,Girls Love,Telenovela,Policiaco,Animación,Parodia,Deporte,Supervivencia,Aventura,Oeste,Superpoderes,Ecchi,Tragedia,Fantasia,Gore,Boys Love,Reencarnación,Sobrenatural,Vida Escolar,Historia,Romance,Ciencia Ficción,Thriller,Ciberpunk,Artes Marciales,Comedia,Familia,chapters_count,type_score,demography_score,book_status_score
868,0.0,2400.0,2200.0,4100.0,1200.0,621.0,427.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,8.0,6.638798999779363,5.720540696002301,0
869,8.5,1900.0,1500.0,3400.0,1400.0,319.0,95.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,17.0,6.638798999779363,5.720540696002301,0
870,6.0,4300.0,1200.0,1800.0,900.0,388.0,145.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,5.0,6.638798999779363,5.720540696002301,0
871,0.0,3200.0,1100.0,1200.0,608.0,326.0,120.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,8.0,6.638798999779363,5.720540696002301,0
872,9.0,1600.0,2300.0,3900.0,1300.0,749.0,515.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,43.0,6.638798999779363,5.720540696002301,0
873,7.0,1400.0,1500.0,2800.0,447.0,266.0,235.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,18.0,6.638798999779363,5.720540696002301,0
874,8.5,5900.0,2300.0,3000.0,1700.0,662.0,215.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,6.0,6.638798999779363,5.720540696002301,0
875,6.0,10700.0,4500.0,3900.0,1900.0,938.0,335.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,11.0,6.638798999779363,5.720540696002301,0
876,9.0,5900.0,1800.0,3100.0,770.0,402.0,226.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,7.0,6.638798999779363,5.720540696002301,0
877,9.03,1800.0,754.0,1400.0,435.0,147.0,88.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4.0,6.638798999779363,5.720540696002301,0
878,10.0,1900.0,3200.0,7500.0,1700.0,909.0,669.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,5.0,6.638798999779363,5.720540696002301,1
879,9.33,3400.0,3900.0,6700.0,2500.0,1300.0,591.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,9.0,6.638798999779363,5.720540696002301,0
880,8.5,3000.0,1900.0,2400.0,1300.0,495.0,155.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,6.0,6.638798999779363,5.720540696002301,0
881,9.0,2600.0,3200.0,2400.0,1200.0,513.0,225.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,82.0,6.638798999779363,5.720540696002301,0
882,9.0,772.0,3000.0,5300.0,839.0,451.0,406.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,35.0,6.638798999779363,5.720540696002301,1
883,10.0,336.0,2500.0,4300.0,869.0,519.0,325.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,58.0,6.638798999779363,5.720540696002301,1
884,9.0,10500.0,2100.0,3800.0,2300.0,744.0,195.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,6.0,6.638798999779363,5.720540696002301,0
885,8.75,13000.0,5300.0,7800.0,6300.0,1900.0,583.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,25.0,6.638798999779363,5.720540696002301,0
886,0.0,2700.0,1500.0,1700.0,1000.0,411.0,147.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2.0,6.638798999779363,5.720540696002301,0
887,9.0,1000.0,1500.0,3900.0,1100.0,655.0,330.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3.0,6.638798999779363,5.720540696002301,0
888,8.98,986.0,1300.0,2200.0,413.0,245.0,235.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,11.0,6.638798999779363,5.720540696002301,0
889,0.0,2100.0,593.0,1200.0,375.0,177.0,72.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.0,6.638798999779363,5.720540696002301,0
890,9.0,5800.0,8700.0,11500.0,7000.0,2200.0,618.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,20.0,6.638798999779363,5.720540696002301,0
891,7.0,7200.0,2600.0,5000.0,3200.0,1100.0,474.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,6.0,6.638798999779363,5.720540696002301,0
892,7.75,7700.0,3900.0,6800.0,3300.0,1500.0,682.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.0,6.638798999779363,5.720540696002301,0
893,0.0,511.0,1400.0,2800.0,591.0,269.0,187.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,8.0,6.638798999779363,5.720540696002301,1
894,0.0,847.0,1600.0,3200.0,808.0,382.0,182.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,23.0,6.638798999779363,5.720540696002301,0
895,6.5,2100.0,2400.0,5900.0,1800.0,1100.0,861.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,54.0,6.638798999779363,5.720540696002301,0
896,7.5,1500.0,1100.0,2200.0,707.0,495.0,286.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,7.0,6.638798999779363,5.720540696002301,0
897,9.5,1100.0,4000.0,8600.0,2800.0,1200.0,826.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,26.0,6.638798999779363,5.720540696002301,1
898,9.67,3900.0,2300.0,3400.0,2000.0,822.0,216.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,10.0,6.638798999779363,5.720540696002301,0
899,10.0,16100.000000000002,5500.0,8900.0,10200.0,2400.0,626.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,11.0,6.638798999779363,5.720540696002301,0
900,8.0,690.0,716.0,1700.0,279.0,138.0,100.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9.0,6.638798999779363,5.720540696002301,0
901,0.0,826.0,869.0,1500.0,455.0,224.0,101.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4.0,6.638798999779363,5.720540696002301,1
902,7.0,3800.0,876.0,996.0,505.0,243.0,234.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1.0,6.638798999779363,5.720540696002301,0
903,8.2,4000.0,833.0,990.0,802.0,252.0,80.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,7.0,6.638798999779363,5.720540696002301,0
904,7.0,3900.0,1100.0,1300.0,733.0,344.0,111.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,5.0,6.638798999779363,5.720540696002301,0
905,9.5,471.0,3600.0,4800.0,915.0,467.0,289.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,335.0,6.638798999779363,5.720540696002301,1
906,0.0,151.0,873.0,1700.0,394.0,152.0,80.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,23.0,6.638798999779363,5.720540696002301,1
907,9.5,3600.0,1300.0,1600.0,996.0,426.0,115.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,6.0,6.638798999779363,5.720540696002301,0
908,0.0,5700.0,1800.0,2200.0,1600.0,761.0,200.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,4.0,6.638798999779363,5.720540696002301,0
909,8.5,10700.0,3200.0,4900.0,3800.0,1200.0,437.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,17.0,6.638798999779363,5.720540696002301,0
910,9.0,432.0,970.0,1800.0,469.0,229.0,120.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,15.0,6.638798999779363,5.720540696002301,0
911,9.0,3700.0,1500.0,2300.0,1100.0,490.0,152.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.0,6.638798999779363,5.720540696002301,0
912,9.33,1600.0,2500.0,4500.0,1800.0,753.0,356.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,6.0,6.638798999779363,5.720540696002301,1
913,10.0,2500.0,3700.0,5600.0,2400.0,1100.0,494.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,17.0,6.638798999779363,5.720540696002301,0
914,8.81,2200.0,1300.0,2600.0,404.0,190.0,114.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,9.0,6.638798999779363,5.720540696002301,0
915,7.0,1600.0,999.0,1500.0,666.0,344.0,203.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4.0,6.638798999779363,5.720540696002301,0
916,10.0,2100.0,2500.0,4900.0,1600.0,923.0,544.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,19.0,6.638798999779363,5.720540696002301,0
917,10.0,3000.0,3500.0,4900.0,1500.0,1000.0,362.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,6.0,6.638798999779363,5.720540696002301,0
918,8.5,3200.0,3500.0,6500.0,1700.0,812.0,448.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,15.0,6.638798999779363,5.720540696002301,0
919,8.75,5800.0,1900.0,2300.0,979.0,298.0,157.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,41.0,6.638798999779363,6.549223300970874,0
920,9.5,1700.0,1600.0,2800.0,684.0,292.0,206.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,12.0,6.638798999779363,5.720540696002301,1
921,6.67,4500.0,2400.0,3400.0,1900.0,713.0,229.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,7.0,6.638798999779363,5.720540696002301,0
922,0.0,4300.0,1700.0,2300.0,953.0,421.0,140.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,6.0,6.638798999779363,5.720540696002301,0
923,0.0,543.0,1200.0,1600.0,322.0,234.0,161.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,3.0,6.638798999779363,5.720540696002301,1
924,7.5,1500.0,2900.0,5500.0,1600.0,967.0,449.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,22.0,6.638798999779363,5.720540696002301,0
925,0.0,3500.0,2000.0,2400.0,912.0,553.0,255.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,7.0,6.638798999779363,5.720540696002301,0
926,0.0,2900.0,3900.0,7500.0,2800.0,1500.0,731.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.0,6.638798999779363,5.720540696002301,0
927,9.5,5600.0,2600.0,3200.0,2200.0,675.0,213.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,13.0,6.638798999779363,5.720540696002301,0
928,7.67,6400.0,1900.0,2700.0,1200.0,632.0,253.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,5.0,6.638798999779363,5.720540696002301,0
929,10.0,1200.0,613.0,1300.0,305.0,134.0,66.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4.0,6.638798999779363,5.720540696002301,1
930,7.0,2000.0,820.0,990.0,442.0,236.0,96.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,10.0,6.638798999779363,5.720540696002301,0
931,8.57,1600.0,7700.0,11400.0,4300.0,2100.0,1000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,88.0,6.638798999779363,5.720540696002301,1
932,7.5,4100.0,3200.0,3600.0,541.0,236.0,123.0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,21.0,6.638798999779363,6.581481918238994,0
933,0.0,167.0,828.0,1800.0,378.0,164.0,87.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,2.0,6.638798999779363,5.720540696002301,1
934,8.33,4400.0,2200.0,4000.0,1800.0,831.0,362.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,6.0,6.638798999779363,5.720540696002301,0
935,10.0,3000.0,8400.0,12700.0,4200.0,1500.0,587.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,124.0,6.638798999779363,5.720540696002301,1
936,8.66,1200.0,1500.0,3200.0,303.0,151.0,292.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,8.0,6.638798999779363,6.549223300970874,0
937,9.04,383.0,1000.0,3000.0,437.0,175.0,93.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.0,6.638798999779363,5.720540696002301,1
938,10.0,2300.0,2100.0,3300.0,1100.0,425.0,199.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,5.0,6.638798999779363,5.720540696002301,0
939,0.0,1600.0,471.0,603.0,383.0,133.0,51.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3.0,6.638798999779363,5.720540696002301,0
940,0.0,325.0,947.0,1700.0,365.0,190.0,108.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3.0,6.638798999779363,5.720540696002301,1
941,9.75,2300.0,1800.0,1200.0,755.0,429.0,187.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,13.0,6.638798999779363,5.720540696002301,0
942,9.3,5500.0,19200.0,40900.0,17100.0,3700.0,1200.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,67.0,6.638798999779363,5.720540696002301,1
943,10.0,6000.0,2900.0,5100.0,1800.0,918.0,523.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,3.0,6.638798999779363,5.720540696002301,0
944,0.0,715.0,1600.0,2500.0,467.0,323.0,195.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,4.0,6.638798999779363,5.720540696002301,0
945,4.0,7800.0,3000.0,3000.0,1200.0,571.0,280.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,13.0,6.638798999779363,5.720540696002301,0
946,9.04,4300.0,1700.0,2300.0,700.0,323.0,117.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,6.0,6.638798999779363,5.720540696002301,0
947,8.85,1500.0,1800.0,4400.0,676.0,405.0,398.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,9.0,6.638798999779363,5.720540696002301,1
948,9.24,1100.0,2000.0,4400.0,620.0,263.0,211.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,17.0,6.638798999779363,5.720540696002301,0
949,0.0,2800.0,1300.0,1500.0,605.0,280.0,120.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,6.0,6.638798999779363,5.720540696002301,3
950,0.0,3900.0,2800.0,3700.0,1600.0,734.0,313.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,15.0,6.638798999779363,5.720540696002301,0
951,0.0,227.0,1300.0,2900.0,537.0,263.0,130.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,6.638798999779363,5.720540696002301,1
952,9.0,4500.0,2300.0,2600.0,1300.0,611.0,267.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,1,0,7.0,6.638798999779363,5.720540696002301,0
953,8.67,3000.0,3800.0,6800.0,2400.0,985.0,403.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,14.0,6.638798999779363,5.720540696002301,1
954,0.0,6700.0,3900.0,5000.0,2700.0,1300.0,482.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,10.0,6.638798999779363,5.720540696002301,0
955,0.0,1200.0,1400.0,1800.0,470.0,383.0,281.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3.0,6.638798999779363,5.720540696002301,0
956,9.0,3900.0,2800.0,3400.0,1600.0,832.0,307.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,6.0,6.638798999779363,5.720540696002301,0
