,score
387,8.0
13119,8.27
9645,0.0
17531,0.0
3978,8.78
73,0.0
5594,10.0
2578,8.0
4110,9.06
6043,8.0
11928,8.67
7976,5.0
14992,0.0
11274,9.01
2668,7.67
15705,0.0
12338,0.0
17198,8.3
16276,6.0
7116,7.0
13789,6.4
593,5.0
13635,10.0
12872,8.49
2592,9.5
289,10.0
8143,0.0
15996,0.0
4224,9.0
4660,8.37
9396,8.09
17145,9.5
14609,8.56
15282,0.0
3081,9.0
2350,0.0
5969,9.0
9127,9.1
3413,8.95
7066,0.0
22,0.0
11439,8.35
2354,9.0
17862,9.18
16212,7.47
12725,8.32
914,10.0
12121,7.63
8211,8.82
9090,7.61
7601,8.78
5669,9.6
1422,8.58
18148,0.0
3167,0.0
14296,10.0
16850,8.04
18804,5.0
18285,0.0
17211,0.0
7872,8.71
7475,5.0
2508,7.8
5407,9.5
5901,10.0
11536,8.92
5804,10.0
591,8.0
5051,8.88
4091,8.68
15190,10.0
13347,8.16
7901,0.0
2031,0.0
7173,9.0
2371,0.0
16376,10.0
10645,9.0
7145,8.73
248,9.67
8057,8.33
12797,8.34
6887,10.0
12832,7.82
6752,8.99
10002,5.0
1448,8.76
14314,10.0
6765,10.0
16456,0.0
9266,8.43
69,9.5
4003,9.13
17581,9.5
5108,8.42
6553,7.0
5612,0.0
1731,0.0
8897,7.07
17065,0.0
16046,7.0
11383,0.0
8463,8.39
2801,9.67
146,9.5
13089,7.71
12101,8.41
3912,9.0
12530,8.0
664,3.5
4536,8.96
12676,9.05
17452,10.0
384,10.0
6713,8.81
8598,7.32
4756,8.92
16238,9.0
9806,5.11
11793,10.0
833,0.0
5514,8.82
11739,0.0
3305,10.0
9605,8.55
470,9.83
6839,8.92
15390,8.97
16382,6.0
6498,9.0
3446,0.0
828,10.0
1994,0.0
1222,9.0
10601,8.83
16353,10.0
6525,8.0
1505,0.0
5195,7.64
15959,8.25
7440,8.88
15475,10.0
3791,0.0
18096,0.0
10518,6.0
7984,10.0
1069,9.09
10751,7.5
13972,10.0
1367,0.0
13719,8.67
14099,9.75
1647,8.59
17554,0.0
3970,7.0
15753,0.0
14771,8.86
7697,0.0
11699,8.35
16799,8.63
4792,10.0
10840,9.03
2149,9.0
4399,0.0
4689,9.04
8904,9.07
10684,7.5
14192,9.5
9471,7.58
3757,0.0
2757,9.0
10448,9.83
2207,8.0
10746,0.0
14008,0.0
12384,7.03
2008,0.0
15229,10.0
10535,9.15
2311,8.0
7446,10.0
71,10.0
9761,8.69
14646,8.4
15555,10.0
13244,8.1
1053,8.5
5238,8.0
15149,10.0
535,7.0
4636,8.87
7828,9.08
10358,0.0
18170,0.0
9041,8.76
2608,9.6
579,8.75
10777,9.67
5602,0.0
3679,8.69
12230,9.0
9313,6.98
13370,10.0
3001,10.0
11638,0.0
18972,0.0
12960,7.87
3359,0.0
6418,10.0
17777,8.0
6432,0.0
4773,8.64
15095,8.12
14451,8.0
16982,10.0
12382,7.53
15228,10.0
974,0.0
12314,9.15
10363,8.7
1120,0.0
11148,9.0
3139,7.78
14179,9.5
17413,0.0
16908,10.0
12914,8.73
7228,8.23
14285,0.0
2895,0.0
11942,0.0
18906,10.0
15728,0.0
2183,8.0
3220,8.77
12402,8.37
12923,8.35
4544,8.96
15153,8.8
15950,8.5
11433,7.0
1102,0.0
14230,0.0
8510,8.31
12786,8.47
2278,6.58
9183,8.45
11797,8.93
18514,7.2
17453,6.86
14568,3.0
3528,8.4
4241,0.0
14613,6.67
112,8.0
3180,6.86
4035,8.88
15222,0.0
283,8.0
17155,0.0
102,10.0
18289,0.0
4752,0.0
9783,5.67
483,0.0
1335,8.71
14098,5.67
5391,7.5
4459,8.75
3210,0.0
12446,8.0
12560,6.0
17790,10.0
12712,10.0
13462,0.0
4983,8.52
2810,6.25
14552,8.0
9695,8.72
6491,10.0
14257,8.0
6532,9.06
17054,0.0
14882,8.49
11166,0.0
6820,2.0
11298,9.12
16462,8.9
10979,8.33
4040,0.0
2557,9.36
12110,8.69
14620,4.25
2424,10.0
16504,9.23
16704,0.0
564,8.5
6956,0.0
8317,8.52
14941,9.25
12715,8.78
3728,9.24
11449,9.08
8723,8.38
2346,8.67
2160,10.0
2265,6.0
11232,9.2
6628,7.5
18919,0.0
11047,8.0
7867,8.61
12706,9.07
9599,8.37
1866,0.0
11286,7.0
15283,10.0
18180,0.0
13764,9.83
4311,8.0
8681,8.97
3222,9.0
8365,0.0
7340,7.0
14786,7.0
10784,10.0
9943,9.0
12169,7.67
10039,8.56
16292,5.5
13483,8.0
9626,7.39
18763,0.0
11419,9.09
10352,10.0
16760,9.05
13000,8.96
6029,8.67
7132,8.88
5241,6.31
18306,0.0
7415,8.5
15960,0.0
337,2.0
12752,8.34
539,8.0
15385,8.67
87,9.0
10059,7.5
1012,10.0
7462,0.0
16878,0.0
11733,5.5
12456,8.09
1808,0.0
11718,10.0
11106,9.08
16939,0.0
8949,0.0
5488,9.75
12514,8.92
945,8.85
6155,0.0
6578,7.0
10678,8.0
8632,8.2
9449,8.82
14119,9.0
15200,8.4
18471,10.0
18496,8.55
19026,0.0
8494,8.18
7841,0.0
10081,9.21
9133,7.87
3039,8.81
10750,9.75
2906,8.75
10993,0.0
11225,8.74
16207,7.71
9970,0.0
9636,8.27
6980,9.0
16739,9.16
12092,8.71
5007,0.0
6889,8.95
7020,8.86
17166,0.0
5493,9.0
16615,8.82
2193,8.86
8659,8.74
12525,9.05
12398,8.87
13566,7.25
7225,7.0
1196,8.59
16586,9.02
12369,8.33
12184,0.0
3130,9.21
5526,0.0
14991,0.0
2956,10.0
1814,0.0
17077,10.0
15132,8.95
18332,7.0
12788,8.83
770,6.0
15790,10.0
70,9.22
654,9.33
13240,7.49
15387,9.0
512,10.0
4958,8.67
16498,0.0
14715,7.5
5181,6.38
11194,9.04
6797,7.0
12049,8.76
18028,10.0
8389,0.0
15136,8.25
8709,8.64
12549,0.0
8098,9.06
11779,8.95
14291,10.0
18111,0.0
14960,5.5
16143,0.0
18709,8.92
6010,9.0
8975,7.9
18832,0.0
9548,8.28
6391,7.67
10496,7.33
6675,7.67
7334,9.07
3090,0.0
6252,9.5
10692,1.0
5614,9.77
9375,8.01
5587,10.0
9513,5.0
15089,7.89
8822,7.86
13219,7.5
16134,8.84
18866,0.0
3820,8.85
7041,8.49
3739,9.14
4581,7.54
18046,8.92
7070,0.0
12270,0.0
13642,8.0
15156,10.0
11862,8.43
2993,10.0
13763,9.0
18668,0.0
587,7.5
8018,8.65
13446,7.65
3133,8.0
3543,8.0
13928,9.5
12705,8.48
2433,7.0
14554,9.5
11301,0.0
6192,7.33
3449,0.0
8242,8.26
4920,9.02
12922,9.09
9937,9.0
14617,9.0
11260,0.0
6717,9.14
3514,0.0
3851,8.41
2676,9.67
10595,8.85
5685,7.0
9371,8.34
16271,9.27
14123,8.0
2505,6.4
4579,9.02
519,0.0
10204,10.0
10484,8.0
8994,5.0
6706,9.0
3845,0.0
1882,8.98
16677,0.0
14124,0.0
14065,0.0
15714,0.0
18103,0.0
679,9.08
16311,10.0
3615,7.0
15060,0.0
2323,8.78
13095,8.47
2914,9.33
2968,7.0
10974,9.17
18342,8.0
11369,0.0
10260,10.0
11671,0.0
17412,0.0
6471,9.09
12904,7.73
3370,0.0
13826,9.8
7271,0.0
4512,8.39
12399,0.0
11175,0.0
7532,8.66
9577,6.15
10868,9.5
15415,10.0
15717,0.0
620,9.0
1676,9.06
18315,0.0
452,8.97
17297,0.0
14010,9.5
2475,5.15
18807,0.0
13325,7.77
9315,8.08
7606,8.42
13815,8.5
3531,0.0
18313,0.0
6378,8.91
4359,6.5
6902,8.6
18498,9.0
2282,9.19
18979,0.0
2882,0.0
13077,0.0
3926,0.0
6676,9.33
12593,7.58
16827,8.78
3889,0.0
666,9.14
15551,8.68
7958,0.0
2681,0.0
5075,8.72
1370,7.5
10173,8.77
11735,8.45
16408,9.15
3349,6.33
11821,0.0
1127,0.0
5381,7.0
13681,9.47
13633,8.0
10222,9.33
5259,8.39
13784,8.0
11060,10.0
7597,0.0
99,9.57
16857,8.83
18142,8.0
5340,8.95
3854,8.41
11736,8.24
9551,7.99
7787,0.0
4765,8.88
18080,0.0
16838,0.0
15354,0.0
4732,9.18
8847,8.12
7917,10.0
5106,8.29
1472,0.0
17898,10.0
17740,8.92
17545,0.0
2698,10.0
16067,0.0
2984,9.0
6231,9.0
13999,8.67
15729,0.0
297,5.75
14971,0.0
12645,8.79
6196,9.17
13745,9.4
8424,8.79
12735,8.02
3459,8.97
5664,9.0
9089,8.02
13546,8.11
4736,8.43
13794,10.0
15238,0.0
17950,0.0
16180,7.32
13905,9.0
5415,9.5
10870,10.0
11021,8.0
8661,8.72
13761,10.0
13980,9.0
19012,8.82
18173,0.0
3045,7.0
4810,8.0
3313,8.56
15154,10.0
4521,8.95
12433,8.82
4067,0.0
15240,10.0
6754,8.47
13426,8.09
4907,8.59
11206,9.06
16577,0.0
12780,8.66
12784,0.0
14155,8.33
7622,7.0
9086,8.26
10219,8.6
13378,0.0
15657,9.0
14567,7.5
18259,0.0
14694,6.75
4263,0.0
13711,0.0
3905,0.0
3391,0.0
5446,9.16
10662,8.6
7547,8.62
8174,8.89
5324,8.0
10023,8.99
17012,10.0
2611,9.22
2259,10.0
17540,0.0
8452,8.46
6137,9.0
13402,7.97
13453,8.0
14793,0.0
14509,8.0
8628,0.0
10289,7.0
17797,10.0
3568,0.0
10053,8.15
18924,8.75
6589,8.76
13371,8.44
3657,9.09
16374,5.33
17972,8.62
16764,8.24
2098,8.0
13774,7.0
17964,0.0
10417,0.0
12051,8.9
16899,3.33
1976,8.0
6823,8.75
14872,8.86
1809,8.56
9176,8.09
7323,8.83
13650,8.0
6524,9.0
6318,8.5
5093,8.86
2450,7.75
11259,0.0
18081,8.83
8604,8.28
8042,8.28
2082,6.39
13897,7.0
14749,8.0
15831,9.0
16946,9.0
13297,8.42
17018,0.0
12272,8.08
9924,7.5
8818,8.64
514,10.0
8746,8.12
6536,8.97
477,0.0
13023,8.97
12979,8.87
16232,10.0
7892,8.55
13900,10.0
7571,9.09
2426,8.71
17149,10.0
14525,7.67
15520,8.7
729,7.0
12348,8.62
12202,8.0
15772,0.0
18303,8.37
15036,0.0
13180,8.02
10033,9.0
4114,6.33
11721,7.0
18975,8.91
10015,6.73
9547,8.08
13175,8.06
15873,0.0
13723,9.0
11688,8.92
9294,7.33
569,9.0
4308,0.0
6855,6.0
13207,5.0
7873,7.98
17514,0.0
419,9.0
7494,0.0
2599,10.0
1166,9.75
18156,9.0
11314,8.99
5319,9.0
11953,9.1
9051,7.87
16482,8.36
684,9.0
11033,0.0
448,8.64
9768,7.92
340,10.0
3273,10.0
15114,0.0
4379,8.77
8589,8.91
13578,6.8
5934,10.0
14545,8.0
17627,8.0
16649,6.0
14944,0.0
13628,8.9
8920,0.0
16148,0.0
7073,8.95
6168,9.0
8820,8.25
8549,8.84
4043,9.0
9102,8.88
2920,9.0
2890,9.5
547,9.0
2803,8.2
16626,0.0
8116,5.0
3160,9.0
16514,9.02
6413,9.15
18613,0.0
17267,0.0
12490,8.78
17002,10.0
13557,5.38
6053,0.0
7706,0.0
2792,9.0
12501,0.0
11658,10.0
1606,8.25
17039,0.0
15905,0.0
4422,0.0
10906,0.0
3689,9.06
16865,8.81
5487,9.0
11518,9.04
14205,8.0
15101,0.0
6545,9.17
17974,9.0
8331,7.94
13403,7.58
4895,0.0
17745,0.0
8708,7.5
8277,8.32
1099,8.33
7125,8.67
1520,0.0
8233,8.15
5905,9.18
14022,9.0
12303,8.0
5111,8.57
6312,8.86
1017,0.0
3434,0.0
6943,8.43
3384,0.0
12982,9.02
9885,10.0
18300,0.0
15340,10.0
17447,0.0
18513,9.05
12724,8.71
15641,9.67
8530,8.55
18278,8.61
15671,8.61
11257,8.0
2868,0.0
5074,9.25
10660,8.5
16818,8.85
15752,9.0
14024,8.33
14848,2.75
16587,7.45
9412,7.66
8966,7.95
18511,9.5
2025,8.63
4081,8.89
8407,8.77
707,9.0
8631,8.14
5187,7.82
2153,7.83
6746,9.0
13068,9.11
17107,0.0
18877,3.0
11165,0.0
2519,9.0
4050,8.67
1831,8.38
15,10.0
9682,0.0
6159,8.54
10901,10.0
13374,8.86
18812,8.82
15515,7.67
10644,9.2
12327,0.0
5596,8.88
719,10.0
6289,9.0
8014,9.0
9274,8.11
358,8.88
8300,9.0
9882,9.16
12554,0.0
6262,9.15
3886,0.0
18176,10.0
3659,8.68
14798,6.0
16399,8.67
15620,9.67
17119,0.0
9684,8.9
16186,7.96
18487,8.39
11882,7.0
3028,8.0
18796,0.0
5625,8.5
11541,9.0
13080,0.0
12201,0.0
18734,0.0
8074,8.53
4002,0.0
10940,9.19
5575,8.46
522,10.0
3613,0.0
2219,6.5
4665,0.0
13979,5.83
9052,7.0
6429,8.21
13021,7.0
4299,0.0
7370,8.99
16882,10.0
9306,7.4
9747,8.31
11196,9.14
13217,8.52
15766,0.0
12142,9.0
16005,0.0
5191,8.25
13796,10.0
7548,10.0
7631,9.12
12475,8.65
8557,7.95
4307,8.4
7777,0.0
18114,0.0
16593,0.0
18067,8.9
5982,9.57
16757,8.7
2135,8.6
7546,8.55
11087,0.0
10225,8.8
14523,6.67
13020,0.0
18126,0.0
14973,0.0
5761,10.0
6273,8.98
14931,8.74
482,8.0
1726,8.45
6683,8.5
14369,0.0
1071,10.0
7855,7.65
5214,0.0
6778,0.0
3734,0.0
16228,9.22
16711,8.66
14392,0.0
1941,8.55
16574,9.15
13776,9.0
6785,5.0
1321,10.0
4207,0.0
10280,8.33
16081,8.47
14682,7.5
17092,9.12
18800,0.0
553,10.0
6878,8.0
15263,0.0
8707,0.0
11099,0.0
6130,8.6
14434,0.0
10228,9.09
4033,9.0
5637,0.0
10511,9.0
15234,9.57
13199,8.19
1015,0.0
617,8.0
6731,8.72
199,0.0
17971,10.0
12375,0.0
15267,8.3
17073,0.0
17536,0.0
12102,0.0
12172,8.0
17045,0.0
9249,2.0
2194,9.57
15403,8.59
11692,8.69
14607,7.5
13503,8.29
8008,8.9
8383,8.76
16424,9.0
6136,9.2
15841,8.93
8091,8.91
5734,9.0
14526,7.0
13817,10.0
1003,0.0
9827,7.0
11661,1.0
7507,8.43
8177,8.3
12613,8.48
8941,8.38
14078,9.0
11998,8.7
3491,0.0
1507,0.0
11357,6.0
10755,9.47
12856,8.72
8902,8.69
17517,0.0
12302,8.84
14912,0.0
9790,5.0
5544,0.0
11285,9.0
418,10.0
15622,5.0
2361,9.5
7687,8.92
7030,0.0
10757,8.25
18238,0.0
14504,8.0
11796,0.0
11789,8.47
3234,8.0
1577,6.0
8680,8.54
8686,8.57
9912,7.55
2423,9.33
7735,8.58
17712,0.0
18344,8.29
4122,8.75
1886,7.9
4604,7.33
5339,8.85
7208,8.77
8917,0.0
2145,8.5
3604,9.21
17212,10.0
7717,8.0
18594,8.99
12085,0.0
18916,0.0
4368,8.58
5017,8.51
12221,8.61
18437,0.0
3325,9.06
13377,0.0
3,9.0
14949,7.96
16274,9.4
13781,9.6
3721,0.0
1736,0.0
3350,6.5
3242,0.0
7044,0.0
4566,8.39
11843,0.0
18430,5.25
7738,8.43
6297,8.82
7389,6.5
5556,8.0
13584,7.21
3493,8.66
3246,0.0
10685,3.0
17853,10.0
15038,0.0
15650,9.2
15958,7.48
11993,8.52
178,10.0
14603,8.81
7256,0.0
6156,10.0
6947,0.0
12210,9.1
9152,8.82
2485,7.6
18871,8.6
9244,8.19
10670,5.0
12898,8.87
4315,8.0
10424,10.0
2784,0.0
17195,0.0
18377,7.0
6065,8.79
11108,0.0
4628,8.79
17682,7.91
4829,7.88
7657,7.0
3064,9.1
7165,8.82
2105,8.33
3918,8.0
5858,10.0
8499,8.73
1745,8.72
16928,0.0
7404,8.33
10893,7.0
7681,0.0
9977,9.67
14818,0.0
12027,8.66
13715,9.2
4954,7.0
10768,8.67
13587,0.0
7564,8.81
64,10.0
16111,0.0
3411,9.0
12417,9.03
2408,10.0
15353,6.71
6790,0.0
2222,0.0
16858,8.83
3603,0.0
16792,8.9
326,8.86
1829,7.14
12309,8.79
1203,5.5
11611,0.0
2675,8.5
11266,7.5
229,0.0
92,10.0
12086,9.0
2409,8.0
13261,0.0
9146,8.04
2095,8.5
4905,8.75
7605,0.0
16135,8.28
17440,0.0
5424,8.84
10437,8.25
1056,10.0
3365,0.0
9683,8.49
2056,7.78
11838,8.85
6709,7.5
17172,6.0
5918,5.0
4337,8.64
4164,9.09
12406,8.36
18055,9.19
3730,0.0
12511,8.89
17175,10.0
7133,8.67
8271,8.16
15609,0.0
14853,7.0
12037,8.5
15329,10.0
9005,0.0
4262,0.0
1294,0.0
14433,0.0
4235,0.0
6807,8.5
18200,10.0
144,7.0
78,7.0
11961,8.5
5555,9.0
5133,0.0
5129,0.0
18760,0.0
14162,9.06
13477,8.78
7092,10.0
7558,8.4
12646,9.01
2360,8.0
1377,0.0
8729,2.0
12183,8.58
6364,9.0
13822,9.33
6412,10.0
14336,0.0
3194,0.0
11748,9.0
11182,8.87
8169,0.0
5398,8.29
1033,7.5
11902,8.31
12292,0.0
2550,8.0
15287,8.67
12364,0.0
6679,9.0
10615,0.0
7595,8.71
17723,0.0
13178,8.68
15268,10.0
15117,7.44
5145,8.45
4183,9.15
2280,6.82
18664,8.83
6301,9.13
18884,8.61
561,9.5
16854,8.28
4490,9.13
931,0.0
14561,8.9
220,10.0
6436,7.0
4087,8.75
13917,9.0
11348,0.0
13998,9.5
9271,7.08
16152,7.87
7843,0.0
18441,10.0
14246,10.0
10966,9.13
15337,9.75
6898,6.5
18699,9.0
15711,8.88
722,0.0
4406,8.67
17342,0.0
15483,0.0
11127,0.0
3352,10.0
13182,0.0
2580,8.0
11719,10.0
8381,8.45
11216,8.77
2021,10.0
8034,8.27
1616,8.58
5255,8.0
15825,8.6
10142,0.0
6501,9.0
3040,0.0
9091,8.93
8675,0.0
13473,0.0
10633,8.5
629,8.5
18198,0.0
13932,9.0
13489,8.19
6766,8.84
11002,0.0
15225,9.0
16249,8.93
3710,0.0
743,8.0
860,10.0
12443,8.19
2184,8.67
9162,8.21
1101,8.86
2749,9.67
9205,8.15
17330,0.0
2859,4.0
8405,9.0
242,10.0
14242,0.0
6328,8.61
8045,8.35
17836,1.0
10311,8.14
10010,0.0
16722,0.0
10775,9.19
6202,10.0
2487,10.0
11461,9.0
18195,0.0
4250,6.6
12258,8.9
16598,8.74
17634,0.0
17242,10.0
10112,9.75
18117,0.0
18090,0.0
323,0.0
10561,8.0
6821,10.0
2992,7.0
12362,8.79
3802,0.0
16810,8.85
5551,9.0
16905,7.67
4897,8.41
2339,8.5
6093,6.0
17254,8.59
5722,3.0
7589,0.0
7131,8.99
10007,6.25
119,7.0
9323,9.0
4192,8.27
2227,10.0
1136,0.0
5162,8.49
5304,10.0
17532,8.59
16061,0.0
11491,9.0
11547,0.0
18269,0.0
2138,8.67
7190,9.09
8479,8.28
18719,0.0
14760,5.0
12064,8.61
7582,8.17
13176,8.38
17055,0.0
18768,0.0
11537,8.0
4206,0.0
2615,10.0
16612,7.0
9653,7.44
17103,0.0
9856,9.07
9448,8.36
1227,10.0
9070,8.93
18882,8.79
9060,8.81
17093,9.67
7083,4.0
12196,0.0
16730,0.0
8004,7.7
2929,9.0
17318,0.0
806,8.65
18711,0.0
9953,3.25
13699,10.0
18593,10.0
13106,9.02
9986,10.0
6670,6.0
16604,8.23
1022,8.68
7643,6.0
17261,9.0
8020,8.35
16973,10.0
4995,6.23
15179,8.75
8459,8.71
3421,8.86
15838,8.79
3424,10.0
5852,7.0
18020,10.0
17846,9.5
445,0.0
123,0.0
14970,8.02
5174,0.0
5123,0.0
1175,0.0
6923,8.8
18936,8.67
11119,9.16
13504,7.0
12789,8.39
4272,0.0
3688,0.0
19030,8.41
5289,8.82
13422,7.78
2092,8.71
13554,7.27
8327,9.0
16103,8.31
8334,0.0
8292,3.0
17956,0.0
2333,9.12
111,8.8
12927,9.0
13049,8.49
4664,0.0
13646,10.0
14746,5.67
3115,10.0
17782,5.0
12236,8.99
18789,0.0
16502,8.75
31,7.5
8921,10.0
9036,8.66
6421,6.67
1025,6.0
4624,8.0
11081,0.0
15579,6.0
16988,9.67
1644,0.0
11463,8.32
14899,6.0
11975,8.99
7463,9.14
10921,8.83
1387,0.0
6647,10.0
13420,0.0
13156,7.0
1191,10.0
12246,0.0
14404,0.0
3610,0.0
9612,7.74
18255,8.46
18343,10.0
17516,0.0
805,7.5
4891,8.68
18612,10.0
12465,0.0
1757,8.87
6140,9.22
5246,8.67
16784,0.0
7893,8.36
10499,5.92
3387,8.92
7628,10.0
1787,7.89
5015,8.58
1400,8.21
14332,8.55
736,10.0
10231,8.0
1971,0.0
10851,10.0
5431,10.0
5807,9.0
13208,7.94
17243,0.0
4312,0.0
811,10.0
18685,9.0
8445,4.0
16043,0.0
11538,0.0
9928,10.0
12181,8.0
7684,10.0
17695,0.0
5558,10.0
8573,0.0
9805,7.28
13381,9.0
15433,5.0
9081,8.79
19027,8.94
15332,10.0
9018,7.85
8312,9.0
59,8.0
538,10.0
2576,9.0
1329,0.0
6833,9.0
2399,9.0
3923,7.5
10240,8.91
140,8.69
16562,0.0
2919,9.33
16896,8.43
5095,7.5
9387,7.87
16619,0.0
17246,10.0
10370,9.02
17758,10.0
4974,7.86
15364,9.0
17253,0.0
14649,7.67
610,8.88
14375,0.0
8988,0.0
8893,8.8
9304,0.0
7476,0.0
10232,7.75
3065,7.5
9538,8.73
2862,8.5
3786,0.0
745,0.0
12031,8.38
13868,10.0
9665,0.0
11211,0.0
6918,10.0
8802,8.12
15220,0.0
9409,8.48
17200,0.0
740,9.11
9670,8.32
18257,5.0
9549,0.0
14683,8.0
16959,9.0
11055,0.0
8286,8.62
15740,0.0
5458,8.34
15654,9.6
2601,10.0
6957,9.0
4557,8.9
17774,10.0
17460,0.0
15172,10.0
12337,8.76
11123,0.0
5163,7.81
6232,7.0
7380,0.0
9453,8.15
5859,9.0
12556,8.0
18094,8.25
9483,7.69
845,10.0
1899,0.0
9184,8.63
5875,10.0
4059,0.0
17362,9.14
1925,8.39
17162,0.0
5898,10.0
3088,7.5
3760,10.0
18923,0.0
16654,5.0
9774,8.08
7317,10.0
11279,10.0
10962,8.0
12569,8.95
8126,8.02
10762,7.54
13991,10.0
290,8.94
7257,0.0
13050,8.97
10506,8.0
15796,0.0
15471,9.0
12828,7.43
1667,0.0
12750,8.4
5876,8.5
8151,9.04
16567,9.14
16559,7.0
11722,8.23
16414,8.6
17947,10.0
14616,6.0
2481,10.0
16720,8.92
11161,10.0
9859,7.2
4608,0.0
13429,8.66
15491,0.0
16054,0.0
2107,5.33
16308,9.17
851,7.0
15030,0.0
15012,7.83
2503,8.25
15251,9.0
8919,8.61
921,0.0
13165,0.0
8741,8.91
18907,0.0
3764,9.0
18092,0.0
5997,9.19
12444,9.05
3863,4.0
14488,6.0
16712,0.0
14465,4.0
13135,8.05
8109,0.0
15932,0.0
3363,0.0
2156,10.0
12738,7.19
16467,10.0
6486,9.07
11875,9.27
15921,0.0
10181,7.75
4098,8.51
4960,8.8
17288,10.0
4809,8.63
11753,9.18
10013,7.25
14910,0.0
13321,8.39
18816,0.0
1110,0.0
226,9.04
11581,9.03
5166,0.0
16350,6.95
14174,7.5
15668,10.0
15326,0.0
6395,0.0
1308,0.0
3548,8.0
2240,8.2
10331,7.43
11372,7.0
13689,9.5
18455,8.0
18771,8.0
13024,8.62
211,0.0
3709,0.0
12450,0.0
2764,8.14
9432,7.84
3881,0.0
10935,7.86
3784,8.0
9526,0.0
18113,6.0
16595,8.97
9439,8.65
12094,8.73
13388,8.27
14131,10.0
7774,0.0
4833,8.17
6175,10.0
4101,8.64
10392,7.88
3324,7.0
5996,10.0
16461,8.87
5354,10.0
5929,9.1
12520,8.02
13270,8.82
15683,0.0
18540,10.0
17136,0.0
8800,8.1
17583,0.0
18414,7.0
17134,0.0
5206,8.34
8677,7.71
7405,8.68
2606,7.67
5714,10.0
3775,0.0
8206,8.44
9340,7.67
16320,6.5
13285,0.0
17909,8.0
16681,0.0
1631,8.07
8748,8.81
7361,9.06
17755,0.0
12234,0.0
877,9.33
15315,0.0
88,10.0
9346,6.99
7989,0.0
16914,10.0
14952,0.0
8772,9.07
15407,0.0
7037,8.81
2154,9.06
4556,0.0
5482,9.0
7088,8.67
9701,7.86
11192,0.0
18873,0.0
7946,8.67
12822,8.45
18521,8.0
5337,6.0
8839,0.0
5657,0.0
18742,0.0
2711,8.61
9462,8.3
2454,8.25
17240,0.0
5208,6.74
7779,6.0
18159,8.58
11572,0.0
5791,0.0
16269,6.31
13045,8.33
375,9.0
17520,0.0
8601,8.5
16028,0.0
6888,9.21
17479,0.0
5805,9.37
1485,0.0
15069,0.0
6333,10.0
9,8.67
15918,8.42
14527,5.86
18412,0.0
3036,10.0
6949,10.0
18283,8.07
8930,7.9
11839,8.98
17589,5.0
17454,9.0
15212,5.5
8801,8.0
471,0.0
1740,0.0
11007,0.0
6450,7.0
4889,8.9
697,8.0
10133,6.67
2479,10.0
16741,0.0
8485,8.11
1389,9.35
12439,0.0
17161,0.0
7591,0.0
16259,7.5
2732,10.0
3706,8.6
5688,8.0
5342,10.0
18063,0.0
8280,8.54
14796,6.5
4118,8.0
14855,8.0
9941,9.03
8855,8.52
17083,10.0
14228,8.77
15643,9.11
17624,0.0
655,9.0
13610,0.0
5353,0.0
14069,9.27
17609,8.85
17567,0.0
2345,9.67
2888,0.0
4638,9.07
10336,8.86
7758,9.0
15696,0.0
18098,10.0
131,9.0
15868,8.93
3960,4.0
14600,0.0
10301,0.0
2629,7.33
5732,0.0
12277,9.06
2363,7.08
12047,9.11
17295,0.0
16018,7.6
15261,10.0
4295,8.4
9100,0.0
17210,10.0
17344,0.0
10461,0.0
2407,8.63
1080,8.81
5811,10.0
9712,8.29
2039,0.0
5967,9.0
13409,8.69
4793,0.0
527,0.0
8882,9.0
4251,8.75
3190,0.0
13651,9.0
10711,8.89
6483,8.0
2549,9.09
5632,8.72
7100,0.0
16891,0.0
6188,7.0
12426,8.54
5869,3.0
3142,8.94
16195,0.0
417,7.25
2585,5.83
11065,10.0
3785,8.8
9229,0.0
17776,10.0
17663,0.0
15313,8.81
15653,0.0
6324,8.25
2464,5.5
7634,0.0
920,0.0
13682,9.5
6461,0.0
13280,0.0
1146,6.0
10372,0.0
7445,0.0
16776,7.31
12295,10.0
9020,8.36
4139,9.15
5651,9.0
8329,8.76
11323,8.78
13555,7.65
13636,10.0
13813,9.67
16613,0.0
352,8.5
919,6.67
15848,0.0
11849,0.0
8106,8.69
801,0.0
8200,8.43
15961,8.91
8474,8.72
16285,6.75
3241,9.5
7385,8.0
8895,8.29
5577,10.0
15577,7.0
2249,9.56
16990,9.0
15712,0.0
17960,8.5
11300,8.0
10874,9.5
3916,8.74
12078,0.0
11503,9.0
10947,7.0
9770,6.6
13144,8.82
12997,9.06
16022,8.14
15427,8.6
13860,9.5
17038,7.0
18843,0.0
14725,7.26
6169,10.0
9501,8.88
15850,0.0
18569,8.97
497,10.0
14097,10.0
2,9.0
16248,8.43
17470,10.0
5172,8.0
13069,8.7
17229,0.0
6885,0.0
12920,8.55
12537,0.0
9144,8.32
16257,8.83
18424,6.73
9728,7.97
780,8.0
1014,0.0
14419,0.0
17004,0.0
17922,9.0
17977,0.0
10101,10.0
1893,7.19
17438,9.0
554,8.5
12675,7.66
4354,8.03
3173,8.78
14259,0.0
16798,8.6
2080,0.0
6245,9.0
5910,0.0
17995,0.0
17168,0.0
10227,10.0
11871,8.83
5554,9.03
17629,0.0
8412,0.0
4387,7.74
4634,0.0
7877,7.0
7216,6.0
2097,9.5
5771,8.9
16400,9.67
1084,0.0
