,score
7322,8.71
13252,0.0
1554,7.91
216,9.19
11242,8.92
17217,8.96
1399,0.0
9721,7.21
2177,9.0
1690,6.0
13324,0.0
9609,6.59
2595,9.5
5120,8.83
3871,0.0
8809,8.1
755,0.0
4649,8.73
7242,10.0
10074,8.4
17939,8.0
13312,8.91
5818,9.05
9584,8.2
10163,9.27
8951,10.0
11121,10.0
9637,0.0
14633,5.67
16643,8.2
16594,0.0
14976,0.0
17938,9.18
7077,8.97
6572,8.54
1225,10.0
17869,9.0
16715,8.98
10812,5.07
6125,0.0
6492,9.08
10933,10.0
16016,0.0
6182,9.0
11337,9.33
5316,8.59
7127,9.02
2238,9.5
8862,0.0
13193,8.96
4795,8.91
3378,6.5
6933,5.0
17333,0.0
16348,7.5
9172,8.59
2159,8.4
18987,8.42
659,9.0
8196,8.87
8150,0.0
4918,7.73
17327,0.0
3360,8.94
1304,7.0
2728,8.4
5924,8.93
13034,8.2
8925,8.3
17590,8.94
16566,0.0
9615,7.96
15118,8.78
4448,8.88
6114,9.57
17156,9.0
17816,8.91
9087,10.0
8450,8.99
15505,8.0
5704,7.0
10031,7.88
10040,10.0
14959,8.54
4948,0.0
16870,7.5
14240,0.0
5356,6.0
14636,8.0
5399,9.12
13298,8.24
2446,5.0
3381,6.0
1883,6.52
9628,0.0
14216,9.22
17272,8.0
11100,9.0
786,10.0
8813,10.0
1544,0.0
6239,6.0
15214,8.6
8698,9.19
17621,0.0
9382,8.28
2284,8.6
9676,8.13
12626,9.07
494,10.0
15342,9.0
7619,0.0
9069,7.75
14884,7.5
15219,10.0
13938,0.0
14967,0.0
6835,8.0
14380,0.0
16632,0.0
7330,8.9
10798,6.67
12512,0.0
17555,8.93
16373,0.0
14261,9.33
11915,10.0
3282,8.37
11107,0.0
6565,10.0
3368,0.0
4476,8.32
18574,8.88
14136,0.0
6830,10.0
769,10.0
10882,6.4
4866,5.5
17788,10.0
177,6.67
3700,0.0
5345,7.0
3567,9.0
6379,8.51
17894,0.0
5450,10.0
9944,9.0
17802,10.0
16045,0.0
14580,8.78
17566,8.61
18833,0.0
7204,8.75
2179,7.6
16876,0.0
6767,9.0
4058,8.81
6106,0.0
1876,8.76
18262,0.0
8187,8.11
3937,0.0
9990,7.0
8369,0.0
7663,7.93
2869,7.67
222,8.75
3787,9.0
14672,7.0
10168,10.0
14094,8.11
14929,5.0
9931,0.0
18667,6.67
11557,8.64
17687,0.0
6020,9.17
1107,0.0
6619,9.33
15419,8.95
5252,9.17
9227,8.29
4053,0.0
10795,8.5
2299,6.85
13775,0.0
3355,0.0
14030,10.0
15535,9.5
11976,8.17
16599,0.0
987,10.0
5588,8.9
53,0.0
4926,0.0
10847,8.5
10097,7.67
11940,9.0
1794,8.58
3503,8.92
2390,9.0
12254,8.29
15639,10.0
1189,0.0
13243,8.88
3336,0.0
12291,8.81
16933,10.0
15485,8.81
15158,8.83
10969,8.89
16996,0.0
15302,10.0
14268,0.0
10809,8.86
4911,8.88
16166,8.48
13015,8.2
15865,8.0
14937,0.0
7653,8.41
14597,5.0
184,10.0
13482,9.25
5549,9.09
12403,8.7
16170,8.31
2326,9.25
12686,7.75
18364,6.75
5894,10.0
17383,10.0
5813,9.67
3733,6.0
3118,10.0
9105,0.0
15162,0.0
217,0.0
10191,9.0
17490,0.0
7126,8.59
1087,6.0
5647,0.0
16224,8.0
15513,7.33
5496,9.25
4662,8.55
4899,8.75
6253,0.0
18314,8.1
15547,10.0
18475,10.0
7457,0.0
16272,9.58
12046,8.54
6299,9.0
13410,0.0
5917,7.0
883,8.75
4712,8.44
12522,8.65
16884,9.0
14367,0.0
17817,9.0
9983,8.63
904,0.0
5509,8.97
5638,0.0
385,7.6
7746,8.29
6303,0.0
14664,7.0
17363,0.0
18116,0.0
10068,9.11
2043,6.0
4957,0.0
16130,0.0
879,9.0
4698,0.0
7945,4.0
12371,7.67
2148,0.0
17619,0.0
18361,9.22
2987,8.0
4428,7.45
10971,8.98
9035,7.96
14700,8.29
2236,10.0
11845,0.0
5941,7.5
8241,8.47
11724,0.0
15937,0.0
5104,8.08
8301,0.0
1372,7.92
4352,8.63
8596,8.38
13933,10.0
8386,8.6
18280,0.0
5290,10.0
18958,0.0
6397,9.23
13596,7.85
17458,10.0
17768,0.0
8261,8.0
5024,8.42
18232,8.97
7021,0.0
4256,0.0
7876,8.23
16316,9.05
1762,0.0
1318,0.0
16636,0.0
11863,8.7
14070,10.0
12502,8.0
10463,9.0
13126,0.0
1696,7.0
7167,8.67
15135,8.79
9173,0.0
3796,0.0
13401,0.0
7461,8.11
12931,10.0
18436,0.0
9546,7.57
9261,8.25
16432,8.0
16710,0.0
7751,8.24
8860,8.82
3654,9.17
17171,9.67
3956,8.0
15309,9.5
5456,9.0
3276,0.0
16512,8.99
17301,0.0
5305,9.0
1157,8.85
12877,10.0
6793,8.78
13307,8.36
1850,8.43
2925,9.14
12156,9.13
9047,8.18
1725,7.87
15369,9.37
12194,8.93
16263,10.0
12814,0.0
7943,8.88
2875,8.0
16507,7.0
7928,0.0
12437,8.38
13145,10.0
13758,10.0
12532,8.39
10004,9.0
3793,0.0
10309,8.2
10140,9.05
4500,8.45
11332,1.0
2319,5.5
17147,0.0
13198,8.5
3707,9.0
16125,8.31
12709,6.0
18115,0.0
2168,4.36
5935,8.0
6663,9.0
5600,8.3
1096,0.0
637,0.0
9241,8.21
9149,0.0
10914,8.2
2233,0.0
9787,8.0
8123,8.77
2857,9.04
2029,0.0
17783,9.33
4523,0.0
8594,8.72
6915,9.0
15679,8.9
4248,10.0
364,0.0
1403,8.19
12806,8.77
17114,0.0
1547,0.0
9892,7.3
15586,10.0
3150,0.0
2719,9.33
15163,8.0
1292,0.0
15181,8.57
11489,8.96
17108,10.0
8380,0.0
3320,9.5
2586,9.22
18678,10.0
12385,0.0
16679,0.0
17849,7.67
2455,0.0
11234,7.0
14942,0.0
8281,0.0
13770,10.0
15448,10.0
4077,8.0
11093,0.0
3957,0.0
16748,0.0
10980,8.18
2300,5.83
11986,8.39
16497,0.0
10749,7.57
9327,0.0
2946,8.6
10029,0.0
11861,8.87
1455,10.0
5352,8.79
9804,4.0
11530,9.07
6520,8.47
7660,0.0
367,0.0
1604,8.46
8987,7.18
6094,5.5
16657,8.6
10349,8.0
14440,6.33
11934,8.49
9178,8.14
15673,0.0
10209,7.71
10427,6.5
17215,10.0
12479,0.0
15455,8.8
2173,9.75
13103,7.91
18201,0.0
7835,8.4
4410,9.06
12910,8.56
11267,7.5
7514,7.5
6590,0.0
15462,9.0
200,10.0
813,0.0
14601,7.0
13597,8.0
18900,0.0
12177,0.0
737,9.4
963,0.0
10520,8.0
15145,0.0
6703,8.71
2401,10.0
10953,9.0
10122,0.0
11981,9.03
3316,0.0
14705,9.0
17563,0.0
16343,8.94
7000,0.0
7119,0.0
3595,0.0
7014,0.0
6134,10.0
2055,7.0
7552,7.83
2891,8.0
2899,0.0
18105,0.0
7354,8.46
8343,8.76
2513,9.0
11864,8.44
11258,8.75
4651,7.5
13811,9.8
5350,9.0
9595,7.13
6803,8.76
17902,0.0
15780,8.89
16536,0.0
5928,8.5
4554,8.76
14754,7.0
14651,7.4
8303,8.58
18908,0.0
12758,9.1
4824,9.21
5720,8.25
18324,8.27
3857,5.5
3353,9.25
672,0.0
2028,0.0
2907,10.0
16688,9.14
16006,8.51
6384,7.0
3989,8.34
4716,10.0
4157,10.0
8509,0.0
11212,10.0
15408,9.1
6665,8.99
14093,0.0
1657,8.48
15884,0.0
10883,10.0
9310,7.46
13397,8.08
15788,0.0
12173,6.0
14432,8.69
3619,8.63
11247,0.0
12659,8.97
5891,9.0
18347,10.0
8890,4.0
840,9.0
15180,9.24
9711,7.19
9226,8.58
17395,6.67
3699,0.0
3358,10.0
3092,8.0
16185,7.72
15899,8.78
14247,0.0
8989,7.95
7874,8.0
2642,9.11
18935,8.4
16377,7.0
4930,0.0
4269,8.5
12316,9.12
14202,8.0
13500,8.86
8326,8.49
12135,0.0
18079,0.0
10321,8.98
18577,8.5
3897,0.0
11569,9.02
7753,8.0
5494,8.39
10125,9.5
17000,0.0
10152,7.29
15490,10.0
18432,10.0
4369,8.43
9631,8.03
12153,9.15
12853,8.66
17785,9.5
10453,8.22
4699,8.33
6757,9.0
16024,7.71
16907,0.0
15451,0.0
7754,8.33
1706,8.95
5757,10.0
11412,8.75
12770,8.72
5127,8.36
10642,10.0
1936,7.42
789,8.66
16032,8.44
10588,9.02
5260,7.93
1181,8.85
6351,0.0
6393,7.75
1559,7.0
5703,10.0
8135,10.0
13785,9.0
10366,8.0
16797,7.82
8368,8.35
3536,8.53
2836,8.64
5913,10.0
9404,0.0
11280,9.03
18967,10.0
1611,0.0
5344,6.67
14271,0.0
6636,8.92
12890,9.12
8891,9.17
3574,8.8
16716,0.0
13574,7.0
5003,7.07
14809,0.0
2218,9.5
2444,9.5
3070,9.19
17895,0.0
13408,8.25
4187,5.0
16089,0.0
16788,8.71
18813,0.0
12743,7.58
15148,7.0
13057,0.0
5501,6.5
9688,7.98
4817,9.0
3394,6.5
3019,8.17
6741,8.94
15130,8.19
8193,9.0
11636,0.0
17047,8.8
924,0.0
16068,0.0
16473,8.82
1232,0.0
13492,7.88
14017,9.0
2539,4.63
5194,8.4
17962,0.0
6704,9.11
6272,9.12
12804,8.69
16987,0.0
11548,8.44
348,10.0
17557,0.0
1242,0.0
14417,0.0
14807,8.0
2863,8.0
13716,9.0
1492,0.0
17109,3.5
16443,0.0
6509,8.5
3824,0.0
7618,8.4
12591,8.0
7200,0.0
6251,10.0
16927,0.0
13,9.5
5737,8.96
10394,9.6
17099,10.0
4279,8.47
16084,9.05
5597,0.0
936,10.0
8352,7.0
18560,6.0
10859,7.0
9527,0.0
14897,7.0
4346,8.0
14346,0.0
3308,8.06
18818,0.0
768,0.0
3839,9.09
12020,8.57
11264,8.73
3741,8.81
14772,0.0
874,9.0
5147,8.7
18297,8.56
3418,0.0
4112,0.0
3447,9.11
4443,8.74
7304,0.0
10655,9.09
9330,7.56
14640,7.0
5957,8.33
4769,8.24
11686,0.0
15928,8.62
16357,9.2
15715,9.0
5560,8.0
14565,7.8
18743,4.0
10911,7.0
4022,8.89
7652,8.0
8999,8.63
16886,10.0
14015,9.57
9888,10.0
3012,10.0
10701,8.17
3000,6.0
13754,8.0
17274,0.0
14384,0.0
16267,10.0
11058,6.0
16219,7.19
11879,8.95
15543,9.0
13993,9.0
6686,10.0
15672,10.0
4088,8.83
2452,9.24
5715,7.5
4111,9.0
13827,9.0
17457,7.4
1555,0.0
5627,10.0
16691,8.86
12423,8.68
9948,10.0
12587,8.99
10778,10.0
8096,8.43
13780,10.0
11823,8.89
15334,10.0
16708,9.05
12545,8.36
14524,6.33
4688,8.18
9898,8.83
16756,8.98
16216,7.75
9699,8.55
1359,0.0
11484,0.0
16331,0.0
12673,8.83
10348,5.5
12226,10.0
13125,0.0
7424,0.0
3779,8.86
16845,8.69
12697,8.75
8255,0.0
4915,7.27
1489,0.0
1267,0.0
11468,8.68
4613,8.59
13389,0.0
15005,6.5
7721,0.0
9475,7.62
13327,7.33
15040,0.0
2117,9.25
2171,10.0
13592,9.07
951,8.67
9800,5.33
13078,8.35
8330,8.4
4687,8.58
4135,0.0
14362,0.0
10565,0.0
11568,8.4
17524,0.0
11556,0.0
3334,10.0
7358,4.0
1263,0.0
12136,8.08
13476,7.0
7967,0.0
11673,0.0
5026,8.57
5545,8.0
2370,8.5
3483,9.14
16441,10.0
11031,9.14
4116,0.0
8103,8.69
14868,0.0
8320,8.77
29,8.0
9416,7.09
1610,0.0
331,10.0
18392,10.0
16962,0.0
9801,7.0
14104,0.0
3465,8.67
14626,7.29
863,10.0
812,8.0
10495,8.92
1246,0.0
12496,8.71
11255,0.0
9305,0.0
13931,9.5
3850,0.0
18788,0.0
12228,0.0
7588,8.74
18457,9.5
8634,7.88
8771,7.65
52,9.8
4402,0.0
10179,0.0
5628,9.33
14479,8.75
18895,0.0
1160,0.0
14382,0.0
18152,0.0
18199,10.0
3583,9.02
15973,8.42
304,0.0
7882,6.0
1433,0.0
16206,7.8
267,9.0
17706,9.0
12356,9.05
13467,8.89
3455,8.69
18309,0.0
5698,8.95
10504,7.95
8587,8.73
12964,6.88
11352,0.0
16358,9.5
15747,0.0
17985,0.0
10719,8.88
3490,9.5
15647,9.09
175,0.0
11345,9.04
4413,0.0
11612,0.0
7492,8.44
11749,8.33
13461,6.53
14827,7.0
6157,10.0
17923,9.33
17011,10.0
10844,8.38
6206,9.0
15891,8.0
8183,6.5
12568,8.58
488,8.67
4005,8.74
942,0.0
12137,9.23
526,9.0
842,0.0
1411,7.84
7776,9.08
1877,7.79
5176,8.61
11474,7.0
2591,7.0
2068,0.0
10339,9.0
7987,8.34
13736,9.25
10776,10.0
8830,9.02
12176,0.0
17258,8.85
4132,8.32
12538,8.82
1837,8.13
7035,8.0
3636,9.5
8525,0.0
5323,0.0
17569,0.0
6135,7.33
18545,9.0
8887,6.0
1176,0.0
11190,9.17
4170,8.79
4298,6.0
7202,8.78
12764,8.88
1754,8.23
17602,0.0
1490,8.0
2960,10.0
3877,8.3
8353,0.0
4208,8.75
7664,9.01
12014,0.0
275,9.02
13520,0.0
3075,8.0
15001,0.0
2904,7.7
18074,9.12
14742,8.82
17824,9.5
7740,8.33
8591,8.22
7017,9.09
8812,8.93
11151,9.1
7692,8.56
13714,9.0
11681,2.0
13046,8.55
18929,0.0
16707,8.88
9843,0.0
11831,8.84
12113,7.75
15170,8.23
11874,0.0
9014,5.0
11037,8.97
15722,0.0
10001,8.44
14327,0.0
5743,9.11
7495,9.18
9988,8.91
15391,8.88
2456,8.97
7672,8.85
8791,0.0
18307,0.0
7164,8.46
9957,9.0
6340,0.0
6066,8.83
9894,8.45
8192,8.85
18580,0.0
13359,7.78
6215,9.1
7033,9.0
8974,8.19
7667,8.94
5165,0.0
7510,10.0
16352,5.5
2369,7.25
16495,0.0
4129,8.67
14189,9.16
1648,0.0
5230,8.64
13313,8.17
10292,0.0
15664,7.0
230,7.33
8270,8.38
16735,9.05
7977,8.61
12484,8.93
6672,3.0
5962,9.67
10151,0.0
1987,0.0
14338,7.5
5412,8.61
7792,0.0
14520,8.5
5648,8.89
10060,8.5
7528,8.0
204,0.0
5775,10.0
2378,7.0
1947,8.03
14962,0.0
4807,0.0
3119,10.0
14755,7.83
4073,0.0
1243,8.78
10146,8.67
2824,7.0
1770,7.47
16395,7.56
16606,0.0
424,0.0
1441,0.0
15560,8.57
7349,8.08
10343,8.67
264,6.0
4874,9.12
15817,8.08
17726,10.0
11506,7.0
15806,8.68
16035,0.0
16234,9.67
7464,10.0
6377,10.0
15512,9.17
10936,9.5
9269,7.93
16313,10.0
347,7.0
14312,0.0
14895,0.0
14727,6.0
10444,7.33
1737,0.0
16873,9.91
7966,10.0
8764,0.0
8827,8.12
11848,0.0
10873,9.0
13349,0.0
3456,0.0
2334,7.0
3431,8.74
523,7.0
12985,8.6
16942,10.0
4230,9.0
15248,9.0
5691,9.15
12352,8.66
7519,8.55
2096,5.55
5983,8.8
3521,9.0
9583,7.05
11598,0.0
12412,0.0
4328,8.84
16558,0.0
18698,0.0
12774,8.61
3572,0.0
3235,9.19
10916,9.1
8527,0.0
18776,0.0
6691,0.0
4755,10.0
10627,8.95
4641,8.63
17813,10.0
96,9.0
8539,10.0
9485,7.89
16867,8.17
7584,0.0
12819,9.07
5209,8.69
4719,0.0
13766,10.0
6702,9.0
14018,9.4
6850,8.56
18410,10.0
8973,4.0
1037,0.0
2126,9.33
12112,8.49
15489,8.5
10024,7.5
373,10.0
5484,10.0
7237,0.0
5706,7.33
8743,8.33
11453,8.5
1029,8.0
15231,9.0
18045,0.0
18014,0.0
7019,6.0
2911,10.0
11034,0.0
12939,0.0
2978,8.5
4283,7.7
10502,9.0
4486,8.8
9952,9.11
10542,6.0
16362,8.89
7161,7.0
668,9.0
8360,8.38
3089,9.0
11296,9.1
5211,8.56
5034,8.75
8717,5.0
5727,9.67
6528,5.0
585,9.1
3549,10.0
516,10.0
6132,10.0
16651,0.0
7594,0.0
17266,0.0
17441,0.0
17915,0.0
6111,10.0
14730,9.8
13385,8.49
18383,8.0
11086,10.0
18984,8.63
14441,8.5
6732,8.48
18559,8.2
6072,9.06
18007,10.0
2224,0.0
1152,0.0
12265,7.65
6968,10.0
11066,9.0
2254,9.0
3480,0.0
16945,9.0
14420,7.9
3250,8.0
552,9.0
14265,10.0
14064,0.0
14092,8.75
10256,10.0
2564,9.0
13844,10.0
7708,8.28
13395,8.64
18230,0.0
6642,4.0
16576,8.68
16406,8.2
2977,5.2
7291,0.0
9749,5.0
15590,7.0
7678,7.0
17692,0.0
1323,10.0
10180,8.67
11510,8.58
4545,8.6
17635,8.62
5469,10.0
1684,0.0
17016,0.0
6309,8.83
3087,9.0
16802,0.0
1169,0.0
18162,5.0
17570,0.0
2140,9.1
15855,6.0
306,0.0
3947,0.0
10808,9.0
7915,0.0
13460,8.81
8638,7.82
16980,0.0
2112,5.15
844,7.5
13706,9.67
10683,5.5
2755,9.23
8889,7.89
14109,10.0
15733,0.0
4945,8.51
3326,0.0
2062,9.0
193,10.0
3379,9.0
136,10.0
9669,7.26
808,9.0
728,8.67
9208,0.0
17334,0.0
7668,10.0
18298,0.0
11442,9.03
18528,10.0
8273,8.47
6783,8.0
18980,8.88
5103,8.47
3341,8.86
2545,8.27
7888,0.0
8071,8.32
10202,9.67
8881,0.0
11514,8.16
6563,7.0
14324,0.0
1070,5.0
3818,0.0
688,8.0
13369,10.0
125,9.0
17784,9.0
429,9.0
9824,6.86
18036,0.0
16960,0.0
18531,0.0
12163,8.8
6007,9.22
11168,5.75
18928,8.09
12722,8.87
10144,8.33
11762,9.0
12614,9.06
13983,5.5
15470,7.0
8148,0.0
16122,8.25
8127,7.6
1195,0.0
10560,8.81
6360,8.73
7829,8.42
8075,5.0
15480,9.67
12010,8.25
9023,0.0
5020,0.0
16383,9.58
14710,8.71
14917,8.79
14723,0.0
4534,9.0
3573,8.39
9535,7.22
3429,0.0
17306,0.0
6994,10.0
2874,9.0
440,10.0
3185,8.0
11019,0.0
6320,9.0
7554,0.0
5359,10.0
4748,8.36
17550,0.0
971,8.33
10464,9.0
6073,8.8
127,9.0
14631,7.4
506,7.67
1228,0.0
9487,8.86
14758,6.33
17006,9.47
17865,0.0
17959,0.0
7563,10.0
1588,0.0
4861,8.92
13150,8.67
6110,10.0
7662,8.45
10451,9.01
2465,9.0
11187,0.0
15418,8.17
3551,7.0
16839,6.21
16064,0.0
10022,9.21
7626,8.82
1980,0.0
5201,8.39
13603,10.0
435,0.0
155,9.0
9240,7.94
9401,8.53
15103,7.33
5021,8.97
7760,8.3
3268,8.53
7451,9.15
17005,0.0
6077,8.58
1043,7.0
1672,0.0
9001,8.23
1439,0.0
18465,5.5
11183,0.0
12684,7.71
18576,8.62
9064,8.19
14902,0.0
1688,9.0
18476,0.0
10497,0.0
10193,5.0
1873,0.0
1709,0.0
6249,8.0
8722,8.31
18782,0.0
2229,8.58
4853,0.0
4386,3.5
7974,8.9
2613,9.17
14354,0.0
4740,8.44
14373,8.65
8159,1.0
4788,9.0
7769,0.0
16301,9.0
7710,0.0
7807,8.3
14698,9.43
15693,9.67
5312,9.09
16571,7.0
11508,10.0
12358,0.0
15138,8.11
8550,7.74
13859,0.0
11392,10.0
4294,8.61
9772,7.56
9845,9.02
11540,8.71
3664,9.05
913,7.0
11360,9.05
14639,6.0
18532,10.0
1383,8.34
17270,9.5
4365,8.98
18881,0.0
11393,0.0
18267,8.48
4747,0.0
2805,0.0
9580,0.0
2734,5.67
16384,0.0
8201,8.47
9622,10.0
14459,7.0
15275,7.0
17641,0.0
17863,9.0
13974,9.0
5707,8.81
14437,8.75
9329,0.0
1984,0.0
4217,9.03
14150,8.67
12499,0.0
9369,8.41
7812,0.0
183,0.0
10086,0.0
3524,0.0
16490,0.0
15911,6.5
7227,8.84
15382,8.8
13782,9.0
5649,8.0
4161,0.0
12858,0.0
7171,8.43
8568,8.06
12449,8.33
1750,8.53
15587,10.0
12518,0.0
15964,0.0
13808,8.77
12618,0.0
15835,0.0
11018,10.0
14348,0.0
9458,0.0
14158,10.0
1584,8.81
8332,0.0
897,10.0
18690,0.0
17060,9.43
7505,10.0
4261,0.0
9858,8.0
16920,0.0
11459,8.0
15977,0.0
11788,8.21
13091,0.0
12993,8.47
13658,10.0
3731,9.0
15947,8.39
5933,8.0
15421,9.07
14377,0.0
16346,9.12
4481,6.0
16412,0.0
6306,10.0
6305,9.4
317,10.0
6875,7.0
14410,0.0
6876,7.0
6298,8.89
7246,8.57
300,7.0
16938,10.0
33,10.0
5959,6.5
16516,8.0
9829,9.12
7990,8.9
8683,9.0
11227,9.0
13215,8.62
18356,9.12
7407,8.0
6028,8.79
2702,9.0
9621,7.64
504,0.0
6523,8.78
15567,9.05
10715,10.0
1755,0.0
3145,10.0
14442,3.0
10316,10.0
12849,8.55
7409,7.0
910,9.33
15517,6.0
14503,8.75
17988,0.0
14352,10.0
7337,0.0
8316,8.15
18543,9.0
7780,0.0
8533,0.0
8864,9.1
4580,9.01
239,9.11
11209,0.0
8172,8.58
10249,7.5
17556,0.0
14220,10.0
7923,8.74
4396,0.0
17131,8.0
4924,8.5
6698,9.24
6916,9.67
5430,10.0
14446,8.0
15769,10.0
15284,8.5
7179,9.12
15967,8.45
17508,0.0
16743,8.86
676,0.0
5338,8.6
8081,0.0
17204,5.0
4609,8.76
17551,0.0
17810,8.31
12879,8.86
6487,10.0
7830,8.41
1333,8.5
10839,9.0
12290,8.95
3098,8.67
18703,0.0
7831,10.0
5615,9.18
5991,9.09
17875,8.88
16941,10.0
6478,9.67
9702,7.85
11627,0.0
11204,8.0
10696,7.32
10006,7.0
3199,10.0
1649,0.0
13197,8.48
9949,8.0
3380,0.0
7374,8.62
17651,0.0
2389,9.0
2001,7.06
5006,8.33
15951,0.0
11318,10.0
18702,0.0
5167,0.0
18508,10.0
1352,8.61
17247,0.0
4940,9.03
18346,10.0
14368,0.0
849,6.0
17571,0.0
2979,9.23
114,7.0
15502,9.03
1739,7.0
3335,10.0
15280,7.0
4602,0.0
16393,6.78
11229,9.67
15198,9.0
16198,8.56
252,8.67
7502,8.5
17241,0.0
1410,8.57
8584,8.93
14791,7.5
15628,10.0
13842,8.5
14533,8.0
11919,0.0
2864,9.07
1296,0.0
10900,10.0
8484,8.56
15744,9.0
5841,6.67
8623,8.52
7232,0.0
5076,8.72
11011,0.0
17043,0.0
11289,8.57
11678,9.0
9067,8.44
18386,10.0
1004,8.0
15795,10.0
14274,0.0
548,9.0
1804,8.86
15187,8.0
17393,9.25
5543,9.09
8976,8.85
6104,8.78
15396,10.0
9044,8.3
7155,4.0
14692,2.0
11466,8.89
15986,7.87
13840,10.0
7186,9.08
17769,0.0
17032,8.76
11926,0.0
13151,8.82
1855,2.0
5923,6.0
929,8.57
14661,8.0
4324,9.15
8642,9.08
6900,9.5
16329,8.84
14255,8.5
17733,0.0
14484,5.0
14227,0.0
15423,9.33
18442,5.0
9995,0.0
13510,7.56
18725,0.0
7953,8.67
4785,8.0
3083,0.0
16095,0.0
10834,9.0
7567,10.0
17659,7.0
12942,8.56
3992,0.0
4730,8.74
10743,7.0
10183,9.0
13508,8.67
6921,8.67
6838,10.0
5131,7.0
6355,7.0
13273,0.0
8620,8.51
9999,5.5
9399,8.75
9900,8.0
8923,7.92
6367,8.0
5268,7.0
16627,8.66
15917,8.77
7210,8.5
15861,0.0
15027,0.0
1879,7.82
6489,9.5
10575,6.0
17903,0.0
7087,9.0
9681,8.49
4136,8.7
18805,0.0
15498,9.6
5063,8.57
18043,0.0
10954,6.09
9239,7.73
14923,8.0
14175,9.66
18160,0.0
8170,0.0
5863,5.0
11157,0.0
13701,9.0
13094,8.84
12331,0.0
15651,0.0
12474,9.01
15862,0.0
9199,8.58
11973,8.76
7886,10.0
14775,7.5
16156,7.53
16010,8.59
9124,8.51
7406,8.72
3740,8.42
11876,0.0
16909,0.0
6680,9.0
3392,0.0
4318,8.75
12306,8.8
14750,8.0
5097,0.0
4694,8.02
10116,8.6
725,0.0
3520,8.0
9835,8.54
3537,10.0
13734,8.0
95,0.0
4264,10.0
13588,8.33
8176,0.0
12016,9.09
1841,0.0
15900,10.0
3258,8.75
2049,6.4
3566,8.0
10838,0.0
27,10.0
11288,0.0
118,9.23
16142,0.0
1344,10.0
12803,8.79
5662,5.0
4305,9.16
12467,10.0
16310,6.5
5454,10.0
7142,0.0
14186,9.0
18635,8.0
16578,6.5
10482,7.11
12026,10.0
13047,8.8
256,10.0
13505,0.0
16673,8.81
10323,0.0
7782,8.49
5382,8.75
1717,0.0
15944,8.41
9700,0.0
12050,8.33
11270,8.69
835,9.0
16889,10.0
5247,8.82
18835,0.0
18671,5.6
14846,8.37
5231,10.0
16192,8.14
3656,0.0
18135,0.0
18809,0.0
9503,8.03
8046,10.0
14810,9.5
3590,0.0
4146,8.15
13575,0.0
12751,0.0
14485,5.75
747,10.0
15942,0.0
4285,10.0
6724,0.0
4401,0.0
18853,8.72
17913,9.08
8145,8.32
9794,8.67
9865,9.0
6723,5.0
5970,9.1
11143,8.87
8560,8.72
18762,0.0
661,9.0
6860,5.5
18137,0.0
10324,5.5
6530,8.82
6200,9.21
3781,9.1
8952,7.74
6222,6.0
16157,8.86
2231,8.71
6346,8.88
11639,10.0
5394,7.5
7884,0.0
3472,9.0
14027,6.0
7699,7.0
12519,8.45
10590,4.04
18331,10.0
11631,9.0
9245,9.0
1068,0.0
10707,9.0
17553,0.0
2027,0.0
1147,8.56
618,8.5
17500,10.0
1785,0.0
17420,0.0
2216,7.0
12478,0.0
2351,8.25
3479,8.93
8796,8.53
8531,8.78
15059,0.0
12836,9.0
1244,5.67
5036,8.62
9899,5.5
17294,0.0
4944,10.0
9861,9.16
13101,8.0
6639,9.0
17859,9.13
17601,0.0
1289,10.0
2991,8.78
16621,8.9
1021,9.07
1050,0.0
13054,8.21
10771,10.0
14422,8.94
12690,8.77
1197,0.0
3051,9.02
13515,0.0
5966,0.0
18419,0.0
2406,9.43
13245,8.54
15983,8.33
9978,8.0
8003,0.0
6098,6.0
16981,6.75
3941,8.63
13971,10.0
15687,9.0
1964,0.0
18616,9.67
1465,8.27
6115,10.0
9541,8.0
10687,8.0
11444,7.87
4268,10.0
4928,8.83
16000,8.64
18049,0.0
2524,9.0
9328,7.41
17867,10.0
15979,8.59
6874,9.0
8069,0.0
1241,8.53
1708,8.77
10184,8.67
4168,0.0
17761,9.5
3104,9.09
5164,8.51
6762,8.0
5790,8.0
3208,9.11
966,8.88
14718,7.75
11294,9.14
11859,8.69
15260,9.1
2074,8.76
3525,8.56
3002,6.0
7952,0.0
18047,8.78
9839,8.0
14997,7.5
1079,0.0
10507,8.0
9980,0.0
1208,0.0
19006,8.65
10941,8.63
18981,9.02
5865,9.5
8236,8.81
4806,8.69
14149,0.0
7075,9.12
14560,7.33
7040,8.53
3141,8.98
13357,7.6
15898,9.0
9118,6.0
11610,9.2
14709,8.6
3714,8.52
2037,0.0
441,7.0
11271,8.96
2892,8.0
3097,9.0
10307,10.0
3159,8.87
9377,8.74
11750,5.75
10371,10.0
15723,10.0
13008,8.69
60,7.5
1319,7.94
4526,8.43
14100,9.0
14342,8.0
3629,8.0
13278,0.0
5190,0.0
14319,8.73
11742,10.0
16989,8.0
13680,9.0
8716,8.52
18019,0.0
875,9.03
4039,8.86
13563,0.0
10649,8.7
1522,0.0
10789,9.0
12540,8.0
13502,7.37
16086,0.0
3724,8.88
4805,8.46
2511,0.0
10440,10.0
13942,6.5
1270,8.0
2563,9.0
17347,0.0
2445,6.29
17151,0.0
9554,8.45
2432,8.86
17871,0.0
12380,8.0
